gene	tot_nsample
ECHDC1	11
ECHDC1_ENST00000531967	23
ECHDC2	23
ECHDC2_ENST00000371522	6
ECHDC3	12
ECHS1	26
ECI1	19
ECI2	25
ECI2_ENST00000380118	20
ECM1	50
ECM1_ENST00000369049	36
ECM2	70
ECM2_ENST00000444490	63
ECOP	14
ECSCR	2
ECSIT	28
ECT2	73
ECT2L	73
EDA	32
EDA_ENST00000338901	1
EDA_ENST00000374552	26
EDA2R	30
EDAR	42
EDARADD	27
EDC3	25
EDC4	93
EDDM3A	14
EDDM3B	19
EDEM1	41
EDEM2	42
EDEM3	55
EDF1	4
EDF1_ENST00000371648	2
EDG6	30
EDIL3	77
EDN1	19
EDN2	11
EDN3	38
EDN3_ENST00000337938	32
EDNRA	44
EDNRB	87
EDNRB_ENST00000377211	62
EDNRB_ENST00000446573	20
EEA1	95
EED	49
EEF1A1	50
EEF1A2	55
EEF1B2	57
EEF1D	46
EEF1E1	9
EEF1G	31
EEF2	54
EEF2K	71
EEF2K_ENST00000263026	63
EEFSEC	46
EEPD1	41
EFCAB1	26
EFCAB11	11
EFCAB2	14
EFCAB3	46
EFCAB3_ENST00000450662	21
EFCAB4A	12
EFCAB4B	38
EFCAB4B_ENST00000440314	33
EFCAB4B_ENST00000444507	10
EFCAB5	114
EFCAB6	154
EFCAB7	42
EFCAB8	12
EFCAB8_ENST00000400522	12
EFCAB8_ENST00000439060	1
EFCAB8_ENST00000457731	1
EFCAB9	8
EFEMP1	69
EFEMP2	40
EFHA1	25
EFHA2	57
EFHB	76
EFHB_ENST00000295824	88
EFHC1	63
EFHC2	67
EFHC2_ENST00000420999	8
EFHD1	26
EFHD2	8
EFNA1	9
EFNA2	8
EFNA3	12
EFNA4	9
EFNA4_ENST00000427683	2
EFNA5	15
EFNB1	36
EFNB2	37
EFNB3	28
EFR3A	90
EFR3B	29
EFS	36
EFTUD1	72
EFTUD2	79
EGF	99
EGFL4	152
EGFL6	54
EGFL6_ENST00000380602	41
EGFL7	11
EGFL8	15
EGFLAM	154
EGFLAM_ENST00000354891	109
EGFR	5291
EGFR_ENST00000344576	122
EGLN1	37
EGLN2	30
EGLN3	24
EGR1	6
EGR1_ENST00000239938	43
EGR2	75
EGR3	33
EGR4	30
EGR4_ENST00000545030	22
EHBP1	115
EHBP1L1	61
EHD1	29
EHD2	57
EHD3	81
EHD4	41
EHF	37
EHHADH	70
EHMT1	103
EHMT1_ENST00000460843	82
EHMT2	43
EI24	19
EI24_ENST00000278903	14
EID1	7
EID1_ENST00000530028	9
EID2	14
EID2B	8
EID3	28
EIF1	8
EIF1AD	6
EIF1AX	15
EIF1AY	2
EIF1B	6
EIF2A	24
EIF2A_ENST00000487799	33
EIF2AK1	65
EIF2AK2	48
EIF2AK3	58
EIF2AK3_ENST00000303236	93
EIF2AK4	86
EIF2B1	16
EIF2B2	21
EIF2B3	43
EIF2B4	23
EIF2B4_ENST00000451130	21
EIF2B5	58
EIF2C1	70
EIF2C2	82
EIF2C3	72
EIF2C4	63
EIF2D	40
EIF2S1	16
EIF2S2	27
EIF2S3	29
EIF2S3L	11
EIF3A	130
EIF3B	50
EIF3C	8
EIF3CL	2
EIF3D	33
EIF3D_ENST00000432675	1
EIF3E	71
EIF3F	20
EIF3G	15
EIF3H	22
EIF3I	34
EIF3J	27
EIF3K	19
EIF3L	33
EIF3M	32
EIF3S8	8
EIF4A1	33
EIF4A2	53
EIF4A3	35
EIF4B	36
EIF4E	15
EIF4E1B	22
EIF4E2	15
EIF4E3	11
EIF4E3_ENST00000425534	10
EIF4EBP1	8
EIF4EBP2	7
EIF4EBP3	6
EIF4ENIF1	75
EIF4G1	134
EIF4G2	83
EIF4G3	131
EIF4G3_ENST00000374937	130
EIF4G3_ENST00000544689	4
EIF4H	15
EIF5	38
EIF5A	15
EIF5A_ENST00000336452	11
EIF5A2	15
EIF5AL1	12
EIF5AL1_ENST00000520547	12
EIF5B	88
EIF6	21
ELAC1	16
ELAC2	47
ELANE	26
ELAVL1	38
ELAVL1_ENST00000351593	2
ELAVL2	68
ELAVL3	48
ELAVL4	58
ELAVL4_ENST00000357083	52
ELF1	59
ELF2	40
ELF3	45
ELF3_ENST00000359651	33
ELF4	63
ELF5	18
ELFN1	22
ELFN2	82
ELK1	27
ELK1_ENST00000247161	27
ELK3	35
ELK4	20
ELK4_ENST00000289703	20
ELL	51
ELL2	58
ELL3	37
ELMO1	124
ELMO2	42
ELMO3	40
ELMOD1	37
ELMOD2	16
ELMOD3	28
ELMOD3_ENST00000409890	23
ELN	69
ELOF1	8
ELOVL1	17
ELOVL2	39
ELOVL3	37
ELOVL4	42
ELOVL5	21
ELOVL6	24
ELOVL7	19
ELP2	56
ELP2_ENST00000350494	6
ELP3	34
ELP4	40
ELP4_ENST00000395934	32
ELSPBP1	25
ELTD1	130
EMB	32
EMC3	1
EMCN	31
EMD	20
EME1	38
EME2	20
EME2_ENST00000307394	14
EMID1	26
EMID2	34
EMILIN1	67
EMILIN2	89
EMILIN3	59
EML1	89
EML2	60
EML3	58
EML4	11
EML4_ENST00000318522	73
EML5	134
EML6	82
EMP1	12
EMP2	20
EMP3	8
EMR1	129
EMR2	97
EMR3	83
EMR4	13
EMX1	12
EMX2	25
EN1	28
EN2	12
ENAH	40
ENAM	6
ENAM_ENST00000396073	114
ENC1	51
ENDOD1	24
ENDOG	7
ENDOU	35
ENDOV	11
ENDOV_ENST00000323854	7
ENDOV_ENST00000518137	8
ENG	42
ENGASE	52
ENHO	6
ENKUR	25
ENO1	33
ENO2	18
ENO3	28
ENO4	1
ENOPH1	24
ENOSF1	40
ENOSF1_ENST00000340116	1
ENOX1	70
ENOX1_ENST00000261488	66
ENOX2	60
ENPEP	125
ENPP1	91
ENPP2	144
ENPP2_ENST00000522826	97
ENPP3	98
ENPP3_ENST00000427148	7
ENPP4	38
ENPP5	41
ENPP6	52
ENPP7	59
ENSA	13
ENSA_ENST00000339643	16
ENSA_ENST00000503345	12
ENSG00000005206	37
ENSG00000038102	19
ENSG00000064489	2
ENSG00000091436	33
ENSG00000093100	113
ENSG00000093100_ENST00000429452	53
ENSG00000101152	1
ENSG00000103472	21
ENSG00000105520	3
ENSG00000107816	22
ENSG00000113811	6
ENSG00000121031	326
ENSG00000123257	3
ENSG00000124224	2
ENSG00000124677	2
ENSG00000124915	1
ENSG00000125822	2
ENSG00000125964	1
ENSG00000126002	1
ENSG00000126217	1
ENSG00000128422	16
ENSG00000129973	1
ENSG00000130241	3
ENSG00000131484	2
ENSG00000131871	6
ENSG00000132356	40
ENSG00000135702	8
ENSG00000137021	1
ENSG00000139239	7
ENSG00000139617	2
ENSG00000143910	1
ENSG00000144589	40
ENSG00000145642	3
ENSG00000148713	16
ENSG00000149658	22
ENSG00000150980	2
ENSG00000153081	7
ENSG00000156367	9
ENSG00000156509	76
ENSG00000159239	3
ENSG00000161643	21
ENSG00000162621	1
ENSG00000162825	3
ENSG00000162825_ENST00000369365	4
ENSG00000163612	34
ENSG00000164236	13
ENSG00000164241	1
ENSG00000164845	9
ENSG00000164860	1
ENSG00000164946	14
ENSG00000165124	2
ENSG00000165935	12
ENSG00000166013	5
ENSG00000166104	1
ENSG00000166329	1
ENSG00000166492	1
ENSG00000166593	1
ENSG00000166707	1
ENSG00000167281	13
ENSG00000167390	1
ENSG00000167433	2
ENSG00000167442	4
ENSG00000167475	1
ENSG00000168038	34
ENSG00000169203	2
ENSG00000171084	6
ENSG00000171101	20
ENSG00000171841	11
ENSG00000171878	2
ENSG00000171995	1
ENSG00000172070	1
ENSG00000172261	1
ENSG00000172823	1
ENSG00000172899	1
ENSG00000172900	2
ENSG00000173115	1
ENSG00000173213	21
ENSG00000173774	1
ENSG00000173780	25
ENSG00000173961	2
ENSG00000173968	8
ENSG00000174104	1
ENSG00000174121	1
ENSG00000174398	2
ENSG00000174450	36
ENSG00000174459	1
ENSG00000174501	95
ENSG00000174880	1
ENSG00000175117	1
ENSG00000175143	2
ENSG00000175267	30
ENSG00000175911	1
ENSG00000176757	6
ENSG00000176819	3
ENSG00000176900	75
ENSG00000176936	1
ENSG00000176937	56
ENSG00000176951	3
ENSG00000177337	2
ENSG00000178225	6
ENSG00000178546	1
ENSG00000179294	4
ENSG00000179755	1
ENSG00000180044	1
ENSG00000180518	1
ENSG00000180649	2
ENSG00000180715	18
ENSG00000181922	2
ENSG00000182053	21
ENSG00000182625	2
ENSG00000182957	13
ENSG00000183000	2
ENSG00000183059	10
ENSG00000183096	6
ENSG00000183122	1
ENSG00000183317	1
ENSG00000183397	2
ENSG00000183405	4
ENSG00000183704	9
ENSG00000183851	1
ENSG00000183889	1
ENSG00000183920	10
ENSG00000184100	1
ENSG00000184263	1
ENSG00000184543	1
ENSG00000184844	1
ENSG00000184902	2
ENSG00000185448	1
ENSG00000185467	2
ENSG00000185641	1
ENSG00000185900	25
ENSG00000185929	5
ENSG00000185945	16
ENSG00000186218	2
ENSG00000186369	1
ENSG00000186400	3
ENSG00000186483	10
ENSG00000186659	1
ENSG00000187522	2
ENSG00000187600_ENST00000434431	20
ENSG00000187791	1
ENSG00000187812	29
ENSG00000187900	10
ENSG00000187905	2
ENSG00000187963	1
ENSG00000187988	5
ENSG00000188013	7
ENSG00000188023	2
ENSG00000188075	1
ENSG00000188082	5
ENSG00000188144	5
ENSG00000188219	128
ENSG00000188423	23
ENSG00000188447	6
ENSG00000188604	10
ENSG00000188683	11
ENSG00000188831	16
ENSG00000188873	2
ENSG00000188890	1
ENSG00000188897	3
ENSG00000188912	4
ENSG00000188974	113
ENSG00000188985	1
ENSG00000189275	1
ENSG00000189290	2
ENSG00000196094	2
ENSG00000196115	1
ENSG00000196183	1
ENSG00000196230	20
ENSG00000196292	33
ENSG00000196306	24
ENSG00000196364	1
ENSG00000196454	1
ENSG00000196648	2
ENSG00000196681	1
ENSG00000196960	3
ENSG00000196979	2
ENSG00000197023	3
ENSG00000197475	1
ENSG00000197575	1
ENSG00000197585	3
ENSG00000197608	35
ENSG00000197630	1
ENSG00000197799	2
ENSG00000197825	1
ENSG00000197865	39
ENSG00000198059	3
ENSG00000198064	1
ENSG00000198153	15
ENSG00000198229	6
ENSG00000198251	9
ENSG00000198273	1
ENSG00000198326	4
ENSG00000198694	1
ENSG00000198843	13
ENSG00000203286	1
ENSG00000203863	1
ENSG00000203876	3
ENSG00000204038	3
ENSG00000204306	1
ENSG00000204393	1
ENSG00000204702	1
ENSG00000204788	4
ENSG00000204815	12
ENSG00000204850	13
ENSG00000205233	1
ENSG00000205300	1
ENSG00000205454	7
ENSG00000205631	64
ENSG00000205783	4
ENSG00000206044	2
ENSG00000206252	1
ENSG00000206532	2
ENSG00000212670	1
ENSG00000212743	1
ENSG00000212950	2
ENSG00000213922	1
ENSG00000214331	1
ENSG00000214394	17
ENSG00000214397	1
ENSG00000214581	6
ENSG00000214670	1
ENSG00000214732	2
ENSG00000214773	1
ENSG00000214944	64
ENSG00000215019	2
ENSG00000215099	1
ENSG00000215298	1
ENSG00000215407	35
ENSG00000216560	3
ENSG00000219492	13
ENSG00000219626	11
ENSG00000221895	96
ENSG00000224130	1
ENSG00000225683	2
ENSG00000225996	1
ENSG00000226232	10
ENSG00000226321	3
ENSG00000226351	1
ENSG00000226757	1
ENSG00000226807	74
ENSG00000227011	2
ENSG00000227825	11
ENSG00000227839	1
ENSG00000228157	1
ENSG00000228273	15
ENSG00000229070	1
ENSG00000230031	41
ENSG00000232637	3
ENSG00000232861	55
ENSG00000233280	2
ENSG00000233404	4
ENSG00000233488	1
ENSG00000233828	1
ENSG00000233863	1
ENSG00000234045	3
ENSG00000235878	2
ENSG00000236294	1
ENSG00000236338	1
ENSG00000236396	23
ENSG00000236499	1
ENSG00000236669	2
ENSG00000237102	1
ENSG00000241322	21
ENSG00000249034	3
ENSG00000249398	7
ENSG00000250305	26
ENSG00000250305_ENST00000447063	11
ENSG00000250423	180
ENSG00000251537	56
ENSG00000254381	112
ENSG00000254809	119
ENSG00000255561	31
ENSG00000257028	2
ENSG00000257591	30
ENSG00000259075	10
ENSG00000262484	1
ENSG00000262874	1
ENSG00000267824	2
ENSG00000267857	1
ENSG00000267918	2
ENSG00000267970	3
ENSG00000268000	1
ENSG00000268146	2
ENSG00000268162	1
ENSG00000268172	1
ENSG00000268194	1
ENSG00000268310	7
ENSG00000268404	2
ENSG00000268467	1
ENSG00000268657	9
ENSG00000268759	1
ENSG00000268812	1
ENSG00000268818	1
ENSG00000269011	2
ENSG00000269048	1
ENSG00000269049	1
ENSG00000269113	2
ENSG00000269185	1
ENSG00000269222	1
ENSG00000269259	1
ENSG00000269295	1
ENSG00000269396	1
ENSG00000269510	1
ENSG00000269541	1
ENSG00000269636	2
ENSG00000269657	1
ENSG00000269676	1
ENSG00000269709	1
ENTHD1	77
ENTPD1	40
ENTPD2	27
ENTPD3	43
ENTPD4	54
ENTPD5	20
ENTPD6	52
ENTPD7	38
ENTPD8	18
ENTPD8_ENST00000371506	22
ENY2	9
EOMES	57
EP300	307
EP400	340
EP400NL	12
EP400NL_ENST00000361109	4
EP400NL_ENST00000376625	13
EPAS1	74
EPB41	47
EPB41_ENST00000343067	56
EPB41L1	75
EPB41L1_ENST00000344237	25
EPB41L2	88
EPB41L3	202
EPB41L4A	83
EPB41L4A_ENST00000359109	40
EPB41L4B	77
EPB41L4B_ENST00000374557	28
EPB41L5	60
EPB41L5_ENST00000443124	26
EPB42	45
EPB49	29
EPC1	67
EPC2	53
EPCAM	24
EPDR1	43
EPG5	190
EPGN	14
EPHA1	90
EPHA1_ENST00000275815	84
EPHA10	119
EPHA2	88
EPHA3	311
EPHA3_ENST00000452448	150
EPHA4	129
EPHA4_ENST00000281821	112
EPHA5	294
EPHA6	205
EPHA6_ENST00000389672	148
EPHA6_ENST00000502694	59
EPHA7	231
EPHA8	130
EPHA8_ENST00000374644	71
EPHB1	262
EPHB1_ENST00000398015	247
EPHB2	123
EPHB2_ENST00000374627	17
EPHB2_ENST00000374632	67
EPHB3	106
EPHB4	99
EPHB6	151
EPHX1	53
EPHX2	51
EPHX3	21
EPHX4	39
EPM2A	20
EPM2AIP1	47
EPN1	48
EPN1_ENST00000270460	46
EPN2	50
EPN3	29
EPO	13
EPOR	23
EPPIN	4
EPPK1	188
EPRS	128
EPS15	62
EPS15L1	70
EPS8	60
EPS8L1	46
EPS8L1_ENST00000245618	32
EPS8L1_ENST00000310075	34
EPS8L2	36
EPS8L3	63
EPSTI1	43
EPX	89
EPYC	35
ERAL1	25
ERAP1	55
ERAP2	54
ERAP2_ENST00000510309	1
ERAS	24
ERBB2	303
ERBB2IP	113
ERBB3	117
ERBB3_ENST00000267101	175
ERBB3_ENST00000411731	28
ERBB4	367
ERBB4_ENST00000402597	38
ERC1	85
ERC2	99
ERC2_ENST00000288221	106
ERCC1	24
ERCC1_ENST00000300853	20
ERCC2	8
ERCC2_ENST00000391945	55
ERCC2_ENST00000485403	9
ERCC3	69
ERCC4	98
ERCC5	121
ERCC6	150
ERCC6L	94
ERCC8	26
EREG	19
ERF	45
ERG	4
ERG_ENST00000417133	64
ERGIC1	31
ERGIC2	27
ERGIC3	34
ERH	5
ERI1	15
ERI2	20
ERI2_ENST00000357967	27
ERI3	36
ERICH1	46
ERLEC1	30
ERLIN2	23
ERMAP	27
ERMN	31
ERMP1	60
ERN1	37
ERN1_ENST00000433197	52
ERN2	4
ERN2_ENST00000256797	115
ERO1L	34
ERO1LB	43
ERP27	32
ERP29	17
ERP44	33
ERRFI1	38
ERV3	27
ERVFC1	2
ERVFRD	40
ERVMER34	30
ERVV	1
ERVW	14
ESAM	28
ESCO1	79
ESCO2	47
ESD	20
ESF1	66
ESM1	23
ESPL1	146
ESPN	32
ESPNL	60
ESR1	94
ESR2	46
ESR2_ENST00000554572	30
ESRP1	71
ESRP1_ENST00000433389	73
ESRP2	50
ESRP2_ENST00000473183	49
ESRRA	53
ESRRB	50
ESRRB_ENST00000380887	48
ESRRG	105
ESX1	57
ESYT1	77
ESYT2	63
ESYT3	56
ETAA1	81
ETF1	36
ETFA	23
ETFB	24
ETFB_ENST00000309244	18
ETFDH	45
ETHE1	6
ETNK1	39
ETNK1_ENST00000335148	16
ETNK2	26
ETNK2_ENST00000367202	20
ETS1	70
ETS1_ENST00000392668	49
ETS2	47
ETS2_ENST00000360214	34
ETV1	75
ETV1_ENST00000403527	53
ETV2	10
ETV3	15
ETV3_ENST00000368192	33
ETV3L	45
ETV3L_ENST00000454449	26
ETV4	3
ETV4_ENST00000319349	30
ETV5	51
ETV5_ENST00000306376	40
ETV6	80
ETV7	27
EVC	85
EVC2	182
EVI2A	26
EVI2B	33
EVI5	82
EVI5L	30
EVL	34
EVPL	134
EVPLL	10
EVX1	21
EVX2	46
EWSR1	64
EWSR1_ENST00000333395	20
EWSR1_ENST00000414183	17
EXD1	47
EXD2	39
EXD3	39
EXD3_ENST00000340951	35
EXDL2	42
EXO1	98
EXOC1	93
EXOC2	74
EXOC3	54
EXOC3L1	44
EXOC3L2	27
EXOC3L4	33
EXOC4	93
EXOC4_ENST00000545148	8
EXOC5	42
EXOC6	67
EXOC6_ENST00000371552	66
EXOC6B	28
EXOC6B_ENST00000272427	61
EXOC7	42
EXOC8	40
EXOG	28
EXOSC1	6
EXOSC10	53
EXOSC2	15
EXOSC3	8
EXOSC4	19
EXOSC5	18
EXOSC6	1
EXOSC7	18
EXOSC8	16
EXOSC9	44
EXPH5	180
EXT1	93
EXT2	66
EXT2_ENST00000358681	56
EXTL1	54
EXTL2	32
EXTL2_ENST00000450240	21
EXTL3	77
EYA1	99
EYA2	69
EYA3	30
EYA4	100
EYA4_ENST00000355167	73
EYS	164
EYS_ENST00000370621	322
EZH1	58
EZH2	431
EZH2_ENST00000350995	173
EZR	40
F10	50
F11	57
F11R	28
F12	33
F13A1	119
F13B	118
F2	65
F2R	54
F2RL1	41
F2RL2	51
F2RL3	19
F3	16
F5	276
F7	42
F8	303
F8_ENST00000360256	299
F8A1	1
F9	101
FA2H	17
FA87B_HUMAN	1
FAAH	34
FAAH2	52
FABP1	21
FABP12	11
FABP12_ENST00000360464	9
FABP2	20
FABP3	9
FABP4	15
FABP5	8
FABP6	15
FABP6_ENST00000393980	20
FABP7	8
FABP7_ENST00000356535	2
FABP9	14
FADD	14
FADS1	16
FADS1_ENST00000350997	2
FADS2	50
FADS2_ENST00000257261	31
FADS3	28
FADS6	24
FADS6_ENST00000310226	25
FAF1	55
FAF2	36
FAH	33
FAHD1	18
FAHD2A	24
FAHD2B	27
FAIM	10
FAIM_ENST00000338446	8
FAIM_ENST00000360570	9
FAIM2	29
FAIM3	33
FAIM3_ENST00000530505	2
FAM100A	5
FAM100B	5
FAM101A	8
FAM101B	19
FAM102A	29
FAM102B	21
FAM102B_ENST00000370035	18
FAM103A1	8
FAM104A	15
FAM104B	12
FAM104B_ENST00000425133	11
FAM105A	29
FAM105B	36
FAM107A	17
FAM107A_ENST00000464064	3
FAM107B	41
FAM108A1	27
FAM108B1	22
FAM108C1	11
FAM109A	19
FAM109A_ENST00000361483	19
FAM109B	22
FAM110A	15
FAM110B	63
FAM110C	10
FAM111A	54
FAM111B	78
FAM113A	34
FAM113B	77
FAM114A1	41
FAM114A2	48
FAM115A	24
FAM115C	26
FAM115C_ENST00000409703	1
FAM116A	34
FAM116B	29
FAM117A	43
FAM117B	28
FAM117B_ENST00000392238	26
FAM118A	29
FAM118B	28
FAM120A	83
FAM120A_ENST00000375389	4
FAM120AOS	10
FAM120B	96
FAM120C	81
FAM122A	13
FAM122B	17
FAM122C	12
FAM122C_ENST00000370784	20
FAM123A	69
FAM123A_ENST00000515384	68
FAM123B	207
FAM123B_ENST00000330258	183
FAM123C	146
FAM124A	57
FAM124B	31
FAM124B_ENST00000409685	36
FAM125A	17
FAM125B	18
FAM126A	49
FAM126B	34
FAM127A	2
FAM127A_ENST00000257013	19
FAM127B	26
FAM127C	27
FAM129A	90
FAM129B	63
FAM129B_ENST00000373314	4
FAM129C	63
FAM129C_ENST00000332386	35
FAM131A	19
FAM131A_ENST00000383847	16
FAM131B	47
FAM131B_ENST00000443739	48
FAM131C	20
FAM132A	12
FAM133A	35
FAM133B	12
FAM133B_ENST00000445716	11
FAM134A	33
FAM134B	47
FAM134B_ENST00000399793	23
FAM134C	23
FAM135A	93
FAM135A_ENST00000418814	77
FAM135B	396
FAM136A	14
FAM13A	107
FAM13A_ENST00000508369	58
FAM13B	43
FAM13C	82
FAM13C_ENST00000422313	16
FAM149A	45
FAM149B1	22
FAM150A	4
FAM150B	6
FAM150B_ENST00000403610	6
FAM151A	55
FAM151B	23
FAM153A	12
FAM153B	27
FAM153C	5
FAM153C_ENST00000511856	6
FAM154A	52
FAM154B	45
FAM155A	72
FAM155B	44
FAM157A	3
FAM158A	7
FAM159A	21
FAM160A1	28
FAM160A1_ENST00000435205	28
FAM160A2	93
FAM160B1	50
FAM160B1_ENST00000369250	45
FAM160B2	34
FAM161A	69
FAM161A_ENST00000404929	52
FAM161A_ENST00000405894	70
FAM161B	36
FAM161B_ENST00000286544	26
FAM162A	17
FAM162B	15
FAM163A	21
FAM163B	7
FAM164A	22
FAM164C	28
FAM165A	1
FAM165B	3
FAM166A	40
FAM166B	9
FAM166B_ENST00000399742	9
FAM167A	20
FAM167B	16
FAM168A	17
FAM168B	14
FAM169A	56
FAM169B	20
FAM170A	35
FAM170A_ENST00000509264	10
FAM170B	20
FAM171A1	125
FAM171A1_ENST00000378116	111
FAM171A2	13
FAM171B	138
FAM172A	32
FAM173A	4
FAM173B	24
FAM174A	13
FAM174B	17
FAM175A	31
FAM175B	1
FAM175B_ENST00000298492	33
FAM176A	23
FAM176B	8
FAM177A1	7
FAM177B	17
FAM178A	6
FAM178B	8
FAM178B_ENST00000417561	27
FAM179A	98
FAM179B	109
FAM180A	30
FAM180B	6
FAM180B_ENST00000356737	6
FAM181A	39
FAM181B	14
FAM182A	10
FAM182B	6
FAM183A	13
FAM183A_ENST00000335282	13
FAM183B	7
FAM183B_ENST00000409072	7
FAM184A	97
FAM184B	35
FAM185A	5
FAM185A_ENST00000413034	5
FAM186A	4
FAM186A_ENST00000327337	175
FAM186B	60
FAM187A	2
FAM187B	25
FAM188A	37
FAM188A_ENST00000436829	1
FAM188B	59
FAM188B2	2
FAM189A1	19
FAM189A2	33
FAM189A2_ENST00000377216	16
FAM189B	47
FAM18A	20
FAM18B1	12
FAM18B2	15
FAM18B2_ENST00000518321	10
FAM190A	89
FAM190A_ENST00000432775	71
FAM190A_ENST00000509176	100
FAM190B	53
FAM192A	23
FAM193A	94
FAM193B	27
FAM194A	79
FAM194B	40
FAM195A	6
FAM195B	2
FAM195B_ENST00000576730	2
FAM196A	50
FAM196B	28
FAM198A	9
FAM198A_ENST00000430121	14
FAM198B	54
FAM198B_ENST00000393807	34
FAM198B_ENST00000417442	32
FAM199X	35
FAM19A1	28
FAM19A1_ENST00000478136	28
FAM19A2	33
FAM19A3	8
FAM19A4	19
FAM19A5	14
FAM19A5_ENST00000402357	15
FAM200A	27
FAM200B	28
FAM200B_ENST00000422728	28
FAM201A	1
FAM203A	1
FAM204A	20
FAM205A	22
FAM205A_ENST00000378788	21
FAM205B	5
FAM205B_ENST00000399773	5
FAM208A	106
FAM20A	32
FAM20B	36
FAM20C	17
FAM211A	10
FAM211A_ENST00000470794	11
FAM212B	16
FAM219A	1
FAM21A	30
FAM21B	12
FAM21B_ENST00000358474	13
FAM21C	66
FAM221B	19
FAM221B_ENST00000423537	19
FAM22A_ENST00000381689	10
FAM22A_ENST00000381707	9
FAM22B	12
FAM22D	6
FAM22D_ENST00000381697	1
FAM22F	41
FAM22F_ENST00000253262	31
FAM22G	35
FAM22G_ENST00000372322	30
FAM24A	13
FAM24B	8
FAM25A	4
FAM25C	2
FAM26D	12
FAM26D_ENST00000368596	2
FAM26D_ENST00000368597	9
FAM26D_ENST00000405399	1
FAM26E	21
FAM26F	12
FAM27A	1
FAM27L	21
FAM32A	4
FAM33A	12
FAM35A	45
FAM35B	1
FAM35B_ENST00000301038	6
FAM36A	4
FAM38B	78
FAM38B_ENST00000302079	123
FAM39B	27
FAM3A	9
FAM3B	14
FAM3C	28
FAM3D	22
FAM40A	62
FAM40B	68
FAM43A	23
FAM43B	10
FAM45A	29
FAM45B	26
FAM46A	34
FAM46A_ENST00000369756	1
FAM46B	39
FAM46C	22
FAM46D	64
FAM47A	236
FAM47B	197
FAM47C	260
FAM47E	10
FAM47E_ENST00000424749	10
FAM48A	52
FAM48B1	45
FAM48B2	54
FAM49A	47
FAM49B	34
FAM50A	28
FAM50B	38
FAM53A	23
FAM53B	15
FAM53C	35
FAM54A	23
FAM54B	21
FAM55A	46
FAM55B	41
FAM55B_ENST00000389586	46
FAM55C	49
FAM55D	71
FAM57A	16
FAM57B	25
FAM58A	23
FAM58A_ENST00000406277	16
FAM58A_ENST00000428722	4
FAM59A	75
FAM59B	26
FAM5B	171
FAM5C	303
FAM60A	14
FAM63A	38
FAM63B	29
FAM64A	20
FAM65A	83
FAM65A_ENST00000379312	16
FAM65B	58
FAM65B_ENST00000259698	71
FAM65C	78
FAM69A	23
FAM69B	22
FAM69C	16
FAM69C_ENST00000343998	28
FAM70A	42
FAM70B	1
FAM70B_ENST00000375353	30
FAM71A	78
FAM71B	140
FAM71C	43
FAM71D	27
FAM71E1	20
FAM71E2	40
FAM71F1	38
FAM71F2	19
FAM72A	9
FAM72B	10
FAM72D	3
FAM72D_ENST00000400889	3
FAM73A	54
FAM73B	32
FAM74A3	16
FAM75A1	11
FAM75A2	18
FAM75A3	35
FAM75A3_ENST00000356699	32
FAM75A6	124
FAM75A7	15
FAM75B	15
FAM75D1	203
FAM75D4	198
FAM76A	10
FAM76B	10
FAM78A	26
FAM78B	50
FAM81A	29
FAM81B	49
FAM82A1	41
FAM82A1_ENST00000406384	18
FAM82A2	26
FAM82B	29
FAM83A	36
FAM83A_ENST00000536633	4
FAM83A_ENST00000546351	3
FAM83B	160
FAM83C	75
FAM83D	58
FAM83E	34
FAM83F	24
FAM83G	47
FAM83H	65
FAM84A	21
FAM84B	18
FAM86A	30
FAM86B1	6
FAM86B1_ENST00000321602	1
FAM86B2	4
FAM86B2_ENST00000262365	11
FAM86B2_ENST00000393715	4
FAM86C1	12
FAM86C1_ENST00000359244	4
FAM86C1_ENST00000426628	11
FAM89A	8
FAM89B	6
FAM8A1	22
FAM90A1	63
FAM90A20	6
FAM91A1	71
FAM92A1	22
FAM92B	24
FAM96A	18
FAM96B	5
FAM96B_ENST00000422424	4
FAM98A	41
FAM98B	23
FAM98B_ENST00000397609	29
FAM98C	37
FAM9A	55
FAM9B	28
FAM9C	11
FAN1	67
FAN1_ENST00000561594	3
FANCA	94
FANCB	70
FANCC	2
FANCC_ENST00000289081	45
FANCD2	114
FANCD2_ENST00000419585	80
FANCE	39
FANCF	24
FANCG	52
FANCI	66
FANCI_ENST00000310775	52
FANCL	31
FANCM	209
FANK1	43
FAP	106
FAR1	34
FAR2	56
FARP1	92
FARP1_ENST00000376581	7
FARP1_ENST00000376586	81
FARP2	80
FARS2	30
FARSA	40
FARSB	45
FAS	44
FASLG	42
FASN	134
FASTK	24
FASTKD1	79
FASTKD2	45
FASTKD3	82
FASTKD5	56
FAT	403
FAT1	479
FAT2	435
FAT3	215
FAT3_ENST00000298047	752
FAT3_ENST00000409404	772
FAT4	792
FAT4_ENST00000394329	794
FATE1	24
FAU	12
FBF1	3
FBF1_ENST00000319129	42
FBL	29
FBLIM1	32
FBLIM1_ENST00000441801	6
FBLN1	54
FBLN1_ENST00000262722	45
FBLN1_ENST00000442170	35
FBLN2	54
FBLN2_ENST00000492059	77
FBLN5	55
FBLN7	42
FBN1	280
FBN2	395
FBN2_ENST00000508053	381
